what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642953952498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642953988472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1642953995072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1642953995339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1642953995607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1642953995921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1642953996204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642954012508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642954059729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642954117719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642954121175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642954138614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642954147872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642954159390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642954160662
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642954162549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642954169890
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642954171759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642954174714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642954186498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642954476511
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1642954496409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642954535340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642954537590
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1642954604630
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1642954999905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642955034702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642955048246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642955056259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642955059531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642955098532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642955108328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1642955111005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1642955115988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1642955117969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642955120046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642955141568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642955145973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642955174241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642955176829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955212143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1642955212191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955289165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642955290188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955291811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642955292957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955294917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642955295804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955297925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642955299008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955318424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642955319367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955321530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642955322242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955325008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1642955325794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955327536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1642955328290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955333182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955334833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955350343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1642955351585
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1642955356519
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1642955362466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955369258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955374149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955383135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1642955387194
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1642955390527
